,Alias,Type,Experiment,Species,Variety,ExperimentModalities,Repetition,URI
167,168/DZ_PG_51/ZM4350/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG234,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000558
168,169/DZ_PG_35/ZM4358/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG164,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000559
169,170/DZ_PG_37/ZM4364/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG167,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000560
170,171/DZ_PG_03/ZM4377/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG017,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000561
171,172/DZ_PG_08/ZM4343/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG063,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000562
172,173/DZ_PG_62/ZM4393/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000563
173,174/DZ_PG_05/ZM4357/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG026,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000564
174,175/DKC4590/XXXX/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000565
175,176/DKC4590/XXXX/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000566
176,177/DZ_PG_23/ZM4388/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG128,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000567
177,178/DZ_PG_30/ZM4361/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG152,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000568
178,179/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG312,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000569
179,180/DZ_PG_49/ZM4389/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG228,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000570
180,181/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG194,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000571
181,182/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG310,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000572
182,183/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG194,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000573
183,184/DZ_PG_41/ZM4378/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG181,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000574
184,185/DZ_PG_32/ZM4352/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG155,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000575
185,186/DZ_PG_54/ZM4346/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG116,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000576
186,187/DZ_PG_24/ZM4342/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG131,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000577
187,188/DZ_PG_07/ZM4351/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG062,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000578
188,189/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG310,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000579
189,190/DZ_PG_44/ZM4369/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG189,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000580
190,191/DZ_PG_63/ZM4392/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG304,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000581
191,192/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG312,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000582
192,193/DZ_PG_20/ZM4344/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG119,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000583
193,194/DZ_PG_04/ZM4366/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG321,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000584
194,195/DZ_PG_14/ZM4375/WD1/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG101,WD1,1,frfrfr/trtrtr/2020/essai1/pt20000585
195,196/DZ_PG_25/ZM4382/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG136,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000586
196,197/DZ_PG_19/ZM4367/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG117,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000587
197,198/DZ_PG_31/ZM4347/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG153,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000588
198,199/DZ_PG_35/ZM4358/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG164,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000589
199,200/DZ_PG_17/ZM4348/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG110,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000590
200,201/DZ_PG_24/ZM4342/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG131,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000591
201,202/DZ_PG_34/ZM4384/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG159,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000592
202,203/DZ_PG_50/ZM4363/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG233,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000593
203,204/DZ_PG_04/ZM4366/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG321,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000594
204,205/DZ_PG_49/ZM4389/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG228,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000595
205,206/DZ_PG_21/ZM4360/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG120,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000596
206,207/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG312,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000597
207,208/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000598
208,209/DZ_PG_63/ZM4392/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG304,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000599
209,210/DZ_PG_01/ZM4381/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG004,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000600
210,211/DZ_PG_12/ZM1304_lot1/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG082,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000601
211,212/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG312,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000602
212,213/DZ_PG_03/ZM4377/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG017,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000603
213,214/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000604
214,215/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000605
215,216/DZ_PG_44/ZM4369/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG189,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000606
216,217/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG194,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000607
217,218/DZ_PG_33/ZM4353/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG158,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000608
218,219/DZ_PG_52/ZM4370/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG239,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000609
219,220/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG194,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000610
220,221/DZ_PG_51/ZM4350/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG234,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000611
221,222/DZ_PG_47/ZM4362/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG202,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000612
222,223/DZ_PG_48/ZM4421/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG216,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000613
223,224/DZ_PG_11/ZM4386/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG077,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000614
224,225/DZ_PG_43/ZM4380/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG188,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000615
225,226/DZ_PG_54/ZM4346/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG116,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000616
226,227/DZ_PG_05/ZM4357/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG026,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000617
227,228/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000618
228,229/DZ_PG_20/ZM4344/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG119,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000619
229,230/DZ_PG_72/ZM4398/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG314,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000620
230,231/DZ_PG_41/ZM4378/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG181,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000621
231,232/DZ_PG_74/ZM4397/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG313,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000622
232,233/DZ_PG_68/ZM4395/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG311,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000623
233,234/DZ_PG_37/ZM4364/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG167,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000624
234,235/DZ_PG_22/ZM4349/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG121,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000625
235,236/DZ_PG_06/ZM4376/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG029,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000626
236,237/DZ_PG_53/ZM4345/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG190,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000627
237,238/DZ_PG_26/ZM4387/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG138,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000628
238,239/DZ_PG_14/ZM4375/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG101,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000629
239,240/DZ_PG_55/ZM4355/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG146,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000630
240,241/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000631
241,242/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000632
242,243/DZ_PG_30/ZM4361/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG152,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000633
243,244/DZ_PG_09/ZM4368/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG066,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000634
244,245/DZ_PG_10/ZM4365/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG073,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000635
245,246/DZ_PG_66/ZM4391/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG318,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000636
246,247/DZ_PG_23/ZM4388/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG128,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000637
247,248/DZ_PG_27/ZM4354/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG103,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000638
248,249/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000639
249,250/DZ_PG_13/ZM4379/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG089,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000640
250,251/DZ_PG_16/ZM4359/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG109,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000641
251,252/DZ_PG_32/ZM4352/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG155,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000642
252,253/DZ_PG_77/ZM4452/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG169,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000643
253,254/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000644
254,255/DZ_PG_02/ZM4356/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG007,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000645
255,256/DZ_PG_08/ZM4343/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG063,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000646
256,257/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG310,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000647
257,258/DZ_PG_40/ZM4390/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG176,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000648
258,259/DZ_PG_07/ZM4351/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG062,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000649
259,260/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG310,WD1,2,frfrfr/trtrtr/2020/essai1/pt20000650
260,261/DZ_PG_51/ZM4350/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG234,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000651
261,262/DZ_PG_08/ZM4343/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG063,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000652
262,263/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG310,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000653
263,264/DZ_PG_43/ZM4380/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG188,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000654
264,265/DZ_PG_01/ZM4381/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG004,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000655
265,266/DZ_PG_66/ZM4391/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG318,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000656
266,267/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG312,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000657
267,268/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000658
268,269/DZ_PG_04/ZM4366/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG321,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000659
269,270/DZ_PG_48/ZM4421/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG216,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000660
270,271/DZ_PG_34/ZM4384/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG159,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000661
271,272/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG312,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000662
272,273/DZ_PG_02/ZM4356/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG007,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000663
273,274/DZ_PG_32/ZM4352/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG155,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000664
274,275/DZ_PG_12/ZM1304_lot1/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG082,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000665
275,276/DZ_PG_03/ZM4377/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG017,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000666
276,277/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG310,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000667
277,278/DZ_PG_30/ZM4361/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG152,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000668
278,279/DZ_PG_19/ZM4367/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG117,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000669
279,280/DZ_PG_21/ZM4360/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG120,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000670
280,281/DZ_PG_55/ZM4355/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG146,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000671
281,282/DZ_PG_68/ZM4395/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG311,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000672
282,283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG103,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000673
283,284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG181,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000674
284,285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG304,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000675
285,286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG066,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000676
286,287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG029,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000677
287,288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG121,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000678
288,289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG167,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000679
289,290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG228,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000680
290,291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG110,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000681
291,292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG314,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000682
292,293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG202,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000683
293,294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG089,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000684
294,295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG136,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000685
295,296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG131,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000686
296,297/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000687
297,298/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000688
298,299/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000689
299,300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG239,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000690
300,301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG233,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000691
301,302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG101,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000692
302,303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG119,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000693
303,304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG176,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000694
304,305/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000695
305,306/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,DKC4590,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000696
306,307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000697
307,308/DZ_PG_23/ZM4388/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG128,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000698
308,309/DZ_PG_74/ZM4397/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG313,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000699
309,310/DZ_PG_44/ZM4369/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG189,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000700
310,311/DZ_PG_77/ZM4452/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG169,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000701
311,312/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG303,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000702
312,313/DZ_PG_45/ZM4385/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG194,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000703
313,314/DZ_PG_36/ZM4372/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG165,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000704
314,315/DZ_PG_11/ZM4386/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG077,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000705
315,316/DZ_PG_35/ZM4358/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG164,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000706
316,317/DZ_PG_26/ZM4387/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG138,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000707
317,318/DZ_PG_07/ZM4351/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG062,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000708
318,319/DZ_PG_05/ZM4357/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG026,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000709
319,320/DZ_PG_31/ZM4347/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG153,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000710
320,321/DZ_PG_54/ZM4346/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG116,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000711
321,322/DZ_PG_33/ZM4353/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG158,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000712
322,323/DZ_PG_16/ZM4359/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG109,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000713
323,324/DZ_PG_10/ZM4365/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG073,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000714
324,325/DZ_PG_53/ZM4345/WD2/1/DIA2017-05-19,Plot,DIA2017,Maize,iPG190,WD2,1,frfrfr/trtrtr/2020/essai1/pt20000715
325,326/DZ_PG_53/ZM4345/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG190,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000716
326,327/DZ_PG_14/ZM4375/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG101,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000717
327,328/DZ_PG_01/ZM4381/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG004,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000718
328,329/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG310,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000719
329,330/DZ_PG_02/ZM4356/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG007,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000720
330,331/DZ_PG_37/ZM4364/WD2/2/DIA2017-05-19,Plot,DIA2017,Maize,iPG167,WD2,2,frfrfr/trtrtr/2020/essai1/pt20000721
