,Alias,Type,Experiment,Species,Variety,ExperimentModalities,Repetition,URI
179,180/DZ_PG_49/ZM4389/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG228,WD1,1,test/your installation/2020/aProject/pl20003715
180,181/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD1,1,test/your installation/2020/aProject/pl20003716
181,182/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD1,1,test/your installation/2020/aProject/pl20003717
182,183/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD1,1,test/your installation/2020/aProject/pl20003718
183,184/DZ_PG_41/ZM4378/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG181,WD1,1,test/your installation/2020/aProject/pl20003719
184,185/DZ_PG_32/ZM4352/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG155,WD1,1,test/your installation/2020/aProject/pl20003720
185,186/DZ_PG_54/ZM4346/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG116,WD1,1,test/your installation/2020/aProject/pl20003721
186,187/DZ_PG_24/ZM4342/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG131,WD1,1,test/your installation/2020/aProject/pl20003722
187,188/DZ_PG_07/ZM4351/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG062,WD1,1,test/your installation/2020/aProject/pl20003723
188,189/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD1,1,test/your installation/2020/aProject/pl20003724
189,190/DZ_PG_44/ZM4369/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG189,WD1,1,test/your installation/2020/aProject/pl20003725
190,191/DZ_PG_63/ZM4392/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG304,WD1,1,test/your installation/2020/aProject/pl20003726
191,192/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD1,1,test/your installation/2020/aProject/pl20003727
192,193/DZ_PG_20/ZM4344/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG119,WD1,1,test/your installation/2020/aProject/pl20003728
193,194/DZ_PG_04/ZM4366/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG321,WD1,1,test/your installation/2020/aProject/pl20003729
194,195/DZ_PG_14/ZM4375/WD1/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG101,WD1,1,test/your installation/2020/aProject/pl20003730
195,196/DZ_PG_25/ZM4382/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG136,WD1,2,test/your installation/2020/aProject/pl20003731
196,197/DZ_PG_19/ZM4367/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG117,WD1,2,test/your installation/2020/aProject/pl20003732
197,198/DZ_PG_31/ZM4347/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG153,WD1,2,test/your installation/2020/aProject/pl20003733
198,199/DZ_PG_35/ZM4358/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG164,WD1,2,test/your installation/2020/aProject/pl20003734
199,200/DZ_PG_17/ZM4348/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG110,WD1,2,test/your installation/2020/aProject/pl20003735
200,201/DZ_PG_24/ZM4342/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG131,WD1,2,test/your installation/2020/aProject/pl20003736
201,202/DZ_PG_34/ZM4384/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG159,WD1,2,test/your installation/2020/aProject/pl20003737
202,203/DZ_PG_50/ZM4363/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG233,WD1,2,test/your installation/2020/aProject/pl20003738
203,204/DZ_PG_04/ZM4366/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG321,WD1,2,test/your installation/2020/aProject/pl20003739
204,205/DZ_PG_49/ZM4389/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG228,WD1,2,test/your installation/2020/aProject/pl20003740
205,206/DZ_PG_21/ZM4360/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG120,WD1,2,test/your installation/2020/aProject/pl20003741
206,207/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD1,2,test/your installation/2020/aProject/pl20003742
207,208/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD1,2,test/your installation/2020/aProject/pl20003743
208,209/DZ_PG_63/ZM4392/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG304,WD1,2,test/your installation/2020/aProject/pl20003744
209,210/DZ_PG_01/ZM4381/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG004,WD1,2,test/your installation/2020/aProject/pl20003745
210,211/DZ_PG_12/ZM1304_lot1/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG082,WD1,2,test/your installation/2020/aProject/pl20003746
211,212/DZ_PG_69/ZM4396/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD1,2,test/your installation/2020/aProject/pl20003747
212,213/DZ_PG_03/ZM4377/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG017,WD1,2,test/your installation/2020/aProject/pl20003748
213,214/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2,test/your installation/2020/aProject/pl20003749
214,215/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2,test/your installation/2020/aProject/pl20003750
215,216/DZ_PG_44/ZM4369/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG189,WD1,2,test/your installation/2020/aProject/pl20003751
216,217/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD1,2,test/your installation/2020/aProject/pl20003752
217,218/DZ_PG_33/ZM4353/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG158,WD1,2,test/your installation/2020/aProject/pl20003753
218,219/DZ_PG_52/ZM4370/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG239,WD1,2,test/your installation/2020/aProject/pl20003754
219,220/DZ_PG_45/ZM4385/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD1,2,test/your installation/2020/aProject/pl20003755
220,221/DZ_PG_51/ZM4350/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG234,WD1,2,test/your installation/2020/aProject/pl20003756
221,222/DZ_PG_47/ZM4362/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG202,WD1,2,test/your installation/2020/aProject/pl20003757
222,223/DZ_PG_48/ZM4421/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG216,WD1,2,test/your installation/2020/aProject/pl20003758
223,224/DZ_PG_11/ZM4386/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG077,WD1,2,test/your installation/2020/aProject/pl20003759
224,225/DZ_PG_43/ZM4380/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG188,WD1,2,test/your installation/2020/aProject/pl20003760
225,226/DZ_PG_54/ZM4346/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG116,WD1,2,test/your installation/2020/aProject/pl20003761
226,227/DZ_PG_05/ZM4357/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG026,WD1,2,test/your installation/2020/aProject/pl20003762
227,228/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2,test/your installation/2020/aProject/pl20003763
228,229/DZ_PG_20/ZM4344/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG119,WD1,2,test/your installation/2020/aProject/pl20003764
229,230/DZ_PG_72/ZM4398/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG314,WD1,2,test/your installation/2020/aProject/pl20003765
230,231/DZ_PG_41/ZM4378/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG181,WD1,2,test/your installation/2020/aProject/pl20003766
231,232/DZ_PG_74/ZM4397/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG313,WD1,2,test/your installation/2020/aProject/pl20003767
232,233/DZ_PG_68/ZM4395/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG311,WD1,2,test/your installation/2020/aProject/pl20003768
233,234/DZ_PG_37/ZM4364/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG167,WD1,2,test/your installation/2020/aProject/pl20003769
234,235/DZ_PG_22/ZM4349/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG121,WD1,2,test/your installation/2020/aProject/pl20003770
235,236/DZ_PG_06/ZM4376/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG029,WD1,2,test/your installation/2020/aProject/pl20003771
236,237/DZ_PG_53/ZM4345/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG190,WD1,2,test/your installation/2020/aProject/pl20003772
237,238/DZ_PG_26/ZM4387/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG138,WD1,2,test/your installation/2020/aProject/pl20003773
238,239/DZ_PG_14/ZM4375/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG101,WD1,2,test/your installation/2020/aProject/pl20003774
239,240/DZ_PG_55/ZM4355/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG146,WD1,2,test/your installation/2020/aProject/pl20003775
240,241/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2,test/your installation/2020/aProject/pl20003776
241,242/DKC4590/XXXX/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD1,2,test/your installation/2020/aProject/pl20003777
242,243/DZ_PG_30/ZM4361/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG152,WD1,2,test/your installation/2020/aProject/pl20003778
243,244/DZ_PG_09/ZM4368/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG066,WD1,2,test/your installation/2020/aProject/pl20003779
244,245/DZ_PG_10/ZM4365/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG073,WD1,2,test/your installation/2020/aProject/pl20003780
245,246/DZ_PG_66/ZM4391/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG318,WD1,2,test/your installation/2020/aProject/pl20003781
246,247/DZ_PG_23/ZM4388/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG128,WD1,2,test/your installation/2020/aProject/pl20003782
247,248/DZ_PG_27/ZM4354/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG103,WD1,2,test/your installation/2020/aProject/pl20003783
248,249/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD1,2,test/your installation/2020/aProject/pl20003784
249,250/DZ_PG_13/ZM4379/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG089,WD1,2,test/your installation/2020/aProject/pl20003785
250,251/DZ_PG_16/ZM4359/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG109,WD1,2,test/your installation/2020/aProject/pl20003786
251,252/DZ_PG_32/ZM4352/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG155,WD1,2,test/your installation/2020/aProject/pl20003787
252,253/DZ_PG_77/ZM4452/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG169,WD1,2,test/your installation/2020/aProject/pl20003788
253,254/DZ_PG_62/ZM4393/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD1,2,test/your installation/2020/aProject/pl20003789
254,255/DZ_PG_02/ZM4356/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG007,WD1,2,test/your installation/2020/aProject/pl20003790
255,256/DZ_PG_08/ZM4343/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG063,WD1,2,test/your installation/2020/aProject/pl20003791
256,257/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD1,2,test/your installation/2020/aProject/pl20003792
257,258/DZ_PG_40/ZM4390/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG176,WD1,2,test/your installation/2020/aProject/pl20003793
258,259/DZ_PG_07/ZM4351/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG062,WD1,2,test/your installation/2020/aProject/pl20003794
259,260/DZ_PG_67/ZM4394/WD1/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD1,2,test/your installation/2020/aProject/pl20003795
260,261/DZ_PG_51/ZM4350/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG234,WD2,1,test/your installation/2020/aProject/pl20003796
261,262/DZ_PG_08/ZM4343/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG063,WD2,1,test/your installation/2020/aProject/pl20003797
262,263/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD2,1,test/your installation/2020/aProject/pl20003798
263,264/DZ_PG_43/ZM4380/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG188,WD2,1,test/your installation/2020/aProject/pl20003799
264,265/DZ_PG_01/ZM4381/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG004,WD2,1,test/your installation/2020/aProject/pl20003800
265,266/DZ_PG_66/ZM4391/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG318,WD2,1,test/your installation/2020/aProject/pl20003801
266,267/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD2,1,test/your installation/2020/aProject/pl20003802
267,268/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,1,test/your installation/2020/aProject/pl20003803
268,269/DZ_PG_04/ZM4366/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG321,WD2,1,test/your installation/2020/aProject/pl20003804
269,270/DZ_PG_48/ZM4421/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG216,WD2,1,test/your installation/2020/aProject/pl20003805
270,271/DZ_PG_34/ZM4384/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG159,WD2,1,test/your installation/2020/aProject/pl20003806
271,272/DZ_PG_69/ZM4396/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD2,1,test/your installation/2020/aProject/pl20003807
272,273/DZ_PG_02/ZM4356/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG007,WD2,1,test/your installation/2020/aProject/pl20003808
273,274/DZ_PG_32/ZM4352/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG155,WD2,1,test/your installation/2020/aProject/pl20003809
274,275/DZ_PG_12/ZM1304_lot1/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG082,WD2,1,test/your installation/2020/aProject/pl20003810
275,276/DZ_PG_03/ZM4377/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG017,WD2,1,test/your installation/2020/aProject/pl20003811
276,277/DZ_PG_67/ZM4394/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD2,1,test/your installation/2020/aProject/pl20003812
277,278/DZ_PG_30/ZM4361/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG152,WD2,1,test/your installation/2020/aProject/pl20003813
278,279/DZ_PG_19/ZM4367/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG117,WD2,1,test/your installation/2020/aProject/pl20003814
279,280/DZ_PG_21/ZM4360/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG120,WD2,1,test/your installation/2020/aProject/pl20003815
280,281/DZ_PG_55/ZM4355/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG146,WD2,1,test/your installation/2020/aProject/pl20003816
281,282/DZ_PG_68/ZM4395/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG311,WD2,1,test/your installation/2020/aProject/pl20003817
282,283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG103,WD2,1,test/your installation/2020/aProject/pl20003818
283,284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG181,WD2,1,test/your installation/2020/aProject/pl20003819
284,285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG304,WD2,1,test/your installation/2020/aProject/pl20003820
285,286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG066,WD2,1,test/your installation/2020/aProject/pl20003821
286,287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG029,WD2,1,test/your installation/2020/aProject/pl20003822
287,288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG121,WD2,1,test/your installation/2020/aProject/pl20003823
288,289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG167,WD2,1,test/your installation/2020/aProject/pl20003824
289,290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG228,WD2,1,test/your installation/2020/aProject/pl20003825
290,291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG110,WD2,1,test/your installation/2020/aProject/pl20003826
291,292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG314,WD2,1,test/your installation/2020/aProject/pl20003827
292,293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG202,WD2,1,test/your installation/2020/aProject/pl20003828
293,294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG089,WD2,1,test/your installation/2020/aProject/pl20003829
294,295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG136,WD2,1,test/your installation/2020/aProject/pl20003830
295,296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG131,WD2,1,test/your installation/2020/aProject/pl20003831
296,297/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1,test/your installation/2020/aProject/pl20003832
297,298/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1,test/your installation/2020/aProject/pl20003833
298,299/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1,test/your installation/2020/aProject/pl20003834
299,300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG239,WD2,1,test/your installation/2020/aProject/pl20003835
300,301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG233,WD2,1,test/your installation/2020/aProject/pl20003836
301,302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG101,WD2,1,test/your installation/2020/aProject/pl20003837
302,303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG119,WD2,1,test/your installation/2020/aProject/pl20003838
303,304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG176,WD2,1,test/your installation/2020/aProject/pl20003839
304,305/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1,test/your installation/2020/aProject/pl20003840
305,306/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1,test/your installation/2020/aProject/pl20003841
306,307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,1,test/your installation/2020/aProject/pl20003842
307,308/DZ_PG_23/ZM4388/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG128,WD2,1,test/your installation/2020/aProject/pl20003843
308,309/DZ_PG_74/ZM4397/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG313,WD2,1,test/your installation/2020/aProject/pl20003844
309,310/DZ_PG_44/ZM4369/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG189,WD2,1,test/your installation/2020/aProject/pl20003845
310,311/DZ_PG_77/ZM4452/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG169,WD2,1,test/your installation/2020/aProject/pl20003846
311,312/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,1,test/your installation/2020/aProject/pl20003847
312,313/DZ_PG_45/ZM4385/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD2,1,test/your installation/2020/aProject/pl20003848
313,314/DZ_PG_36/ZM4372/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG165,WD2,1,test/your installation/2020/aProject/pl20003849
314,315/DZ_PG_11/ZM4386/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG077,WD2,1,test/your installation/2020/aProject/pl20003850
315,316/DZ_PG_35/ZM4358/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG164,WD2,1,test/your installation/2020/aProject/pl20003851
316,317/DZ_PG_26/ZM4387/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG138,WD2,1,test/your installation/2020/aProject/pl20003852
317,318/DZ_PG_07/ZM4351/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG062,WD2,1,test/your installation/2020/aProject/pl20003853
318,319/DZ_PG_05/ZM4357/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG026,WD2,1,test/your installation/2020/aProject/pl20003854
319,320/DZ_PG_31/ZM4347/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG153,WD2,1,test/your installation/2020/aProject/pl20003855
320,321/DZ_PG_54/ZM4346/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG116,WD2,1,test/your installation/2020/aProject/pl20003856
321,322/DZ_PG_33/ZM4353/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG158,WD2,1,test/your installation/2020/aProject/pl20003857
322,323/DZ_PG_16/ZM4359/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG109,WD2,1,test/your installation/2020/aProject/pl20003858
323,324/DZ_PG_10/ZM4365/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG073,WD2,1,test/your installation/2020/aProject/pl20003859
324,325/DZ_PG_53/ZM4345/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG190,WD2,1,test/your installation/2020/aProject/pl20003860
325,326/DZ_PG_53/ZM4345/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG190,WD2,2,test/your installation/2020/aProject/pl20003861
326,327/DZ_PG_14/ZM4375/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG101,WD2,2,test/your installation/2020/aProject/pl20003862
327,328/DZ_PG_01/ZM4381/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG004,WD2,2,test/your installation/2020/aProject/pl20003863
328,329/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD2,2,test/your installation/2020/aProject/pl20003864
329,330/DZ_PG_02/ZM4356/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG007,WD2,2,test/your installation/2020/aProject/pl20003865
330,331/DZ_PG_37/ZM4364/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG167,WD2,2,test/your installation/2020/aProject/pl20003866
331,332/DZ_PG_40/ZM4390/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG176,WD2,2,test/your installation/2020/aProject/pl20003867
332,333/DZ_PG_12/ZM1304_lot1/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG082,WD2,2,test/your installation/2020/aProject/pl20003868
333,334/DZ_PG_43/ZM4380/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG188,WD2,2,test/your installation/2020/aProject/pl20003869
334,335/DZ_PG_06/ZM4376/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG029,WD2,2,test/your installation/2020/aProject/pl20003870
335,336/DZ_PG_19/ZM4367/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG117,WD2,2,test/your installation/2020/aProject/pl20003871
336,337/DZ_PG_36/ZM4372/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG165,WD2,2,test/your installation/2020/aProject/pl20003872
337,338/DZ_PG_11/ZM4386/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG077,WD2,2,test/your installation/2020/aProject/pl20003873
338,339/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,2,test/your installation/2020/aProject/pl20003874
339,340/DZ_PG_55/ZM4355/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG146,WD2,2,test/your installation/2020/aProject/pl20003875
340,341/DZ_PG_33/ZM4353/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG158,WD2,2,test/your installation/2020/aProject/pl20003876
341,342/DZ_PG_04/ZM4366/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG321,WD2,2,test/your installation/2020/aProject/pl20003877
342,343/DZ_PG_48/ZM4421/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG216,WD2,2,test/your installation/2020/aProject/pl20003878
343,344/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,2,test/your installation/2020/aProject/pl20003879
344,345/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,2,test/your installation/2020/aProject/pl20003880
345,346/DZ_PG_49/ZM4389/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG228,WD2,2,test/your installation/2020/aProject/pl20003881
346,347/DZ_PG_68/ZM4395/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG311,WD2,2,test/your installation/2020/aProject/pl20003882
347,348/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,2,test/your installation/2020/aProject/pl20003883
348,349/DZ_PG_77/ZM4452/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG169,WD2,2,test/your installation/2020/aProject/pl20003884
349,350/DZ_PG_32/ZM4352/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG155,WD2,2,test/your installation/2020/aProject/pl20003885
350,351/DZ_PG_26/ZM4387/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG138,WD2,2,test/your installation/2020/aProject/pl20003886
351,352/DZ_PG_74/ZM4397/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG313,WD2,2,test/your installation/2020/aProject/pl20003887
352,353/DZ_PG_54/ZM4346/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG116,WD2,2,test/your installation/2020/aProject/pl20003888
353,354/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD2,2,test/your installation/2020/aProject/pl20003889
354,355/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,2,test/your installation/2020/aProject/pl20003890
355,356/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD2,2,test/your installation/2020/aProject/pl20003891
